Hour,Week,Testosterone,LH,FSH
5081,30.24,99.61,20.25,11.15
5082,30.25,104.49,20.15,11.09
5083,30.26,100.58,20.71,11.43
5084,30.26,99.26,20.47,11.28
5085,30.27,100.86,20.10,11.06
5086,30.27,102.69,20.62,11.37
5087,30.28,99.80,20.86,11.52
5088,30.29,96.36,20.59,11.35
5089,30.29,105.16,20.44,11.27
5090,30.30,102.15,20.27,11.16
5091,30.30,97.80,20.00,11.00
5092,30.31,100.00,20.31,11.18
5093,30.32,100.02,20.33,11.20
5094,30.32,100.74,20.92,11.55
5095,30.33,102.90,20.12,11.07
5096,30.33,97.97,21.00,11.60
5097,30.34,100.04,20.33,11.20
5098,30.35,100.31,20.51,11.31
5099,30.35,97.28,20.76,11.45
5100,30.36,104.38,20.61,11.37
5101,30.36,101.75,20.45,11.27
5102,30.37,99.01,20.54,11.32
5103,30.38,97.58,21.05,11.63
5104,30.38,102.14,20.61,11.37
5105,30.39,101.05,20.45,11.27
5106,30.39,99.69,20.52,11.31
5107,30.40,103.28,20.17,11.10
5108,30.40,97.68,20.62,11.37
5109,30.41,98.12,20.33,11.20
5110,30.42,100.93,20.30,11.18
5111,30.42,95.35,19.82,10.89
5112,30.43,104.05,20.15,11.09
5113,30.43,102.99,20.71,11.43
5114,30.44,100.99,20.51,11.31
5115,30.45,98.47,20.07,11.04
5116,30.45,104.63,20.12,11.07
5117,30.46,101.49,20.72,11.43
5118,30.46,104.25,20.25,11.15
5119,30.47,98.47,20.58,11.35
5120,30.48,100.54,20.62,11.37
5121,30.48,99.87,20.78,11.47
5122,30.49,99.68,20.33,11.20
5123,30.49,97.83,20.15,11.09
5124,30.50,96.60,20.37,11.22
5125,30.51,100.79,20.53,11.32
5126,30.51,100.41,20.72,11.43
5127,30.52,99.01,20.40,11.24
5128,30.52,98.34,20.79,11.47
5129,30.53,97.96,20.81,11.49
5130,30.54,100.68,20.77,11.46
5131,30.54,100.07,20.23,11.14
5132,30.55,100.00,20.01,11.01
5133,30.55,101.05,20.34,11.20
5134,30.56,100.70,20.29,11.18
5135,30.57,98.82,20.50,11.30
5136,30.57,99.22,20.27,11.16
5137,30.58,101.47,20.18,11.11
5138,30.58,100.38,20.43,11.26
5139,30.59,104.55,20.27,11.16
5140,30.60,99.19,20.46,11.27
5141,30.60,98.89,20.63,11.38
5142,30.61,102.18,20.29,11.17
5143,30.61,100.09,20.93,11.56
5144,30.62,103.25,20.59,11.36
5145,30.62,101.20,20.67,11.40
5146,30.63,99.89,20.59,11.36
5147,30.64,99.34,20.13,11.08
5148,30.64,102.98,19.84,10.90
5149,30.65,100.97,20.66,11.40
5150,30.65,100.75,20.84,11.51
5151,30.66,99.42,20.39,11.23
5152,30.67,97.94,20.32,11.19
5153,30.67,99.64,20.55,11.33
5154,30.68,100.23,20.19,11.11
5155,30.68,98.30,20.51,11.30
5156,30.69,96.66,20.21,11.13
5157,30.70,102.34,20.25,11.15
5158,30.70,99.33,20.39,11.24
5159,30.71,98.73,20.80,11.48
5160,30.71,99.08,20.62,11.37
5161,30.72,98.28,20.57,11.34
5162,30.73,96.36,20.37,11.22
5163,30.73,98.85,20.36,11.22
5164,30.74,96.71,20.57,11.34
5165,30.74,102.99,20.72,11.43
5166,30.75,102.12,20.03,11.02
5167,30.76,101.08,20.80,11.48
5168,30.76,99.22,20.56,11.34
5169,30.77,100.01,20.32,11.19
5170,30.77,102.35,20.49,11.29
5171,30.78,101.95,21.01,11.61
5172,30.79,101.68,20.52,11.31
5173,30.79,97.91,20.24,11.15
5174,30.80,101.40,20.61,11.37
5175,30.80,98.32,20.36,11.22
5176,30.81,100.67,20.35,11.21
5177,30.82,104.08,20.36,11.21
5178,30.82,97.98,20.20,11.12
5179,30.83,99.64,20.72,11.43
5180,30.83,101.51,20.54,11.32
5181,30.84,98.85,20.32,11.19
5182,30.85,100.58,20.23,11.14
5183,30.85,98.59,20.19,11.11
5184,30.86,99.44,20.64,11.39
5185,30.86,99.52,20.53,11.32
5186,30.87,99.54,20.51,11.30
5187,30.88,100.45,20.85,11.51
5188,30.88,100.21,20.96,11.58
5189,30.89,98.09,20.38,11.23
5190,30.89,100.51,20.11,11.07
5191,30.90,102.38,20.40,11.24
5192,30.90,100.66,20.43,11.26
5193,30.91,99.57,20.28,11.17
5194,30.92,94.89,20.72,11.43
5195,30.92,102.31,20.98,11.59
5196,30.93,101.89,20.20,11.12
5197,30.93,97.62,20.26,11.16
5198,30.94,98.75,20.68,11.41
5199,30.95,98.68,20.65,11.39
5200,30.95,100.88,20.34,11.21
5201,30.96,94.77,20.60,11.36
5202,30.96,94.73,20.32,11.19
5203,30.97,99.51,20.91,11.55
5204,30.98,100.47,21.10,11.66
5205,30.98,104.29,20.95,11.57
5206,30.99,102.58,20.30,11.18
5207,30.99,97.91,20.52,11.31
5208,31.00,97.87,20.74,11.44
5209,31.01,94.22,20.33,11.20
5210,31.01,97.65,20.31,11.18
5211,31.02,99.96,20.89,11.53
5212,31.02,101.55,20.82,11.49
5213,31.03,101.05,20.15,11.09
5214,31.04,98.61,20.59,11.36
5215,31.04,95.94,20.71,11.42
5216,31.05,101.82,20.34,11.20
5217,31.05,98.83,20.31,11.19
5218,31.06,100.50,20.92,11.55
5219,31.07,96.79,20.50,11.30
5220,31.07,98.39,20.72,11.43
5221,31.08,101.40,20.41,11.25
5222,31.08,98.87,20.26,11.16
5223,31.09,99.86,20.35,11.21
5224,31.10,100.70,20.43,11.26
5225,31.10,99.54,20.62,11.37
5226,31.11,100.99,20.48,11.29
5227,31.11,100.46,20.23,11.14
5228,31.12,99.97,19.92,10.95
5229,31.12,101.77,20.48,11.29
5230,31.13,98.99,20.41,11.25
5231,31.14,99.43,20.50,11.30
5232,31.14,100.07,20.50,11.30
5233,31.15,98.90,20.25,11.15
5234,31.15,103.69,20.36,11.22
5235,31.16,100.97,20.46,11.28
5236,31.17,101.21,20.42,11.25
5237,31.17,100.89,21.13,11.68
5238,31.18,101.78,20.24,11.14
5239,31.18,99.73,20.34,11.21
5240,31.19,101.36,20.28,11.17
5241,31.20,101.71,20.71,11.43
5242,31.20,99.79,20.74,11.45
5243,31.21,98.42,20.52,11.31
5244,31.21,96.56,21.03,11.62
5245,31.22,101.22,20.44,11.27
5246,31.23,101.40,20.51,11.30
5247,31.23,99.53,20.18,11.11
5248,31.24,96.32,20.46,11.28
5249,31.24,98.36,20.71,11.42
5250,31.25,97.67,21.30,11.78
5251,31.26,101.42,20.31,11.19
5252,31.26,99.78,20.76,11.46
5253,31.27,97.32,20.40,11.24
5254,31.27,100.77,20.34,11.20
5255,31.28,102.42,19.99,10.99
5256,31.29,100.60,20.63,11.38
5257,31.29,99.62,20.67,11.40
5258,31.30,98.44,20.46,11.28
5259,31.30,96.67,21.06,11.63
5260,31.31,98.71,20.28,11.17
5261,31.32,98.89,19.84,10.90
5262,31.32,102.83,20.51,11.31
5263,31.33,97.48,20.59,11.35
5264,31.33,103.32,20.19,11.11
5265,31.34,98.86,20.42,11.25
5266,31.35,100.06,20.43,11.26
5267,31.35,101.70,20.46,11.28
5268,31.36,100.73,20.69,11.41
5269,31.36,99.69,20.93,11.56
5270,31.37,100.24,20.60,11.36
5271,31.38,103.66,20.79,11.48
5272,31.38,100.75,20.93,11.56
5273,31.39,99.66,20.38,11.23
5274,31.39,100.12,20.35,11.21
5275,31.40,97.80,20.81,11.48
5276,31.40,100.82,20.16,11.10
5277,31.41,98.90,20.48,11.29
5278,31.42,98.67,19.80,10.88
5279,31.42,95.49,20.51,11.31
5280,31.43,97.64,20.10,11.06
5281,31.43,101.40,20.50,11.30
5282,31.44,100.08,20.11,11.07
5283,31.45,97.14,20.64,11.38
5284,31.45,97.44,21.04,11.62
5285,31.46,101.46,20.37,11.22
5286,31.46,98.36,20.48,11.29
5287,31.47,100.55,20.66,11.40
5288,31.48,100.81,20.17,11.10
5289,31.48,101.85,20.64,11.38
5290,31.49,98.89,20.30,11.18
5291,31.49,97.68,20.54,11.32
5292,31.50,99.12,20.41,11.25
5293,31.51,100.19,20.86,11.52
5294,31.51,101.47,20.69,11.42
5295,31.52,99.37,21.07,11.64
5296,31.52,101.94,20.44,11.26
5297,31.53,102.07,20.42,11.25
5298,31.54,101.80,20.45,11.27
5299,31.54,98.19,20.44,11.26
5300,31.55,96.75,20.57,11.34
5301,31.55,98.93,19.47,10.68
5302,31.56,98.63,20.35,11.21
5303,31.57,99.98,20.67,11.40
5304,31.57,98.47,20.53,11.32
5305,31.58,97.88,21.21,11.73
5306,31.58,99.55,19.77,10.86
5307,31.59,98.45,20.86,11.52
5308,31.60,99.71,20.29,11.18
5309,31.60,100.87,20.41,11.25
5310,31.61,98.58,20.77,11.46
5311,31.61,102.87,20.24,11.15
5312,31.62,100.62,20.46,11.28
5313,31.62,101.16,20.35,11.21
5314,31.63,100.63,20.63,11.38
5315,31.64,97.57,20.48,11.29
5316,31.64,95.61,20.81,11.49
5317,31.65,101.08,20.44,11.26
5318,31.65,102.29,20.90,11.54
5319,31.66,99.26,20.39,11.24
5320,31.67,98.81,20.39,11.24
5321,31.67,100.33,20.36,11.21
5322,31.68,97.94,20.35,11.21
5323,31.68,100.05,21.06,11.64
5324,31.69,98.10,20.36,11.21
5325,31.70,98.33,20.50,11.30
5326,31.70,99.29,20.91,11.55
5327,31.71,102.02,20.47,11.28
5328,31.71,100.83,20.92,11.55
5329,31.72,100.48,20.42,11.25
5330,31.73,99.10,20.48,11.29
5331,31.73,99.06,20.90,11.54
5332,31.74,100.43,20.62,11.37
5333,31.74,101.45,20.45,11.27
5334,31.75,96.87,20.33,11.20
5335,31.76,102.01,20.45,11.27
5336,31.76,100.40,19.75,10.85
5337,31.77,98.81,20.55,11.33
5338,31.77,99.92,20.92,11.55
5339,31.78,103.43,20.37,11.22
5340,31.79,100.14,20.17,11.10
5341,31.79,98.29,20.45,11.27
5342,31.80,100.75,20.11,11.07
5343,31.80,99.07,20.30,11.18
5344,31.81,99.03,20.45,11.27
5345,31.82,99.04,20.32,11.19
5346,31.82,97.97,20.06,11.04
5347,31.83,101.45,20.30,11.18
5348,31.83,100.27,20.87,11.52
5349,31.84,98.82,20.50,11.30
5350,31.85,98.21,20.38,11.23
5351,31.85,97.91,20.69,11.41
5352,31.86,100.95,20.48,11.29
5353,31.86,100.23,20.46,11.27
5354,31.87,100.04,20.19,11.11
5355,31.88,102.36,20.29,11.17
5356,31.88,103.08,20.78,11.47
5357,31.89,99.19,20.27,11.16
5358,31.89,97.41,20.85,11.51
5359,31.90,99.34,20.63,11.38
5360,31.90,99.53,20.25,11.15
5361,31.91,98.52,20.88,11.53
5362,31.92,101.49,20.46,11.28
5363,31.92,103.23,20.22,11.13
5364,31.93,97.99,19.94,10.96
5365,31.93,98.43,20.63,11.38
5366,31.94,101.20,20.48,11.29
5367,31.95,100.98,20.84,11.50
5368,31.95,98.95,20.68,11.41
5369,31.96,100.65,20.26,11.16
5370,31.96,98.83,20.98,11.59
5371,31.97,102.76,20.38,11.23
5372,31.98,104.00,20.70,11.42
5373,31.98,102.98,20.12,11.07
5374,31.99,98.66,20.21,11.12
5375,31.99,100.14,20.65,11.39
5376,32.00,101.59,20.08,11.05
5377,32.01,98.88,19.94,10.96
5378,32.01,98.72,20.34,11.20
5379,32.02,102.59,20.21,11.12
5380,32.02,102.10,20.71,11.43
5381,32.03,97.66,20.00,11.00
5382,32.04,100.63,20.09,11.05
5383,32.04,101.39,20.68,11.41
5384,32.05,98.93,20.22,11.13
5385,32.05,98.74,20.67,11.40
5386,32.06,102.81,20.55,11.33
5387,32.07,99.99,20.18,11.11
5388,32.07,101.47,20.25,11.15
5389,32.08,99.41,20.54,11.33
5390,32.08,98.41,20.66,11.40
5391,32.09,98.97,20.50,11.30
5392,32.10,99.53,20.76,11.46
5393,32.10,100.83,20.23,11.14
5394,32.11,99.85,20.45,11.27
5395,32.11,98.20,20.71,11.43
5396,32.12,96.15,20.67,11.40
5397,32.12,99.86,20.38,11.23
5398,32.13,99.40,20.45,11.27
5399,32.14,100.03,19.91,10.95
5400,32.14,100.00,20.66,11.40
5401,32.15,98.37,20.31,11.19
5402,32.15,99.10,19.89,10.93
5403,32.16,99.76,20.50,11.30
5404,32.17,99.49,20.63,11.38
5405,32.17,104.19,20.40,11.24
5406,32.18,98.24,21.09,11.65
5407,32.18,98.95,20.54,11.32
5408,32.19,98.52,20.55,11.33
5409,32.20,101.41,20.30,11.18
5410,32.20,101.63,20.79,11.48
5411,32.21,100.14,20.18,11.11
5412,32.21,103.54,20.51,11.31
5413,32.22,99.62,20.12,11.07
5414,32.23,100.04,20.35,11.21
5415,32.23,97.88,20.49,11.29
5416,32.24,99.75,20.63,11.38
5417,32.24,101.39,20.11,11.06
5418,32.25,105.36,20.74,11.44
5419,32.26,98.75,20.55,11.33
5420,32.26,101.73,20.69,11.41
5421,32.27,99.34,20.81,11.49
5422,32.27,98.92,20.11,11.06
5423,32.28,96.58,20.79,11.48
5424,32.29,100.85,20.25,11.15
5425,32.29,101.11,20.28,11.17
5426,32.30,99.73,20.53,11.32
5427,32.30,103.71,20.16,11.10
5428,32.31,98.54,20.50,11.30
5429,32.32,95.58,20.56,11.33
5430,32.32,100.09,20.78,11.47
5431,32.33,100.59,20.10,11.06
5432,32.33,97.94,20.55,11.33
5433,32.34,99.48,20.13,11.08
5434,32.35,99.52,20.45,11.27
5435,32.35,99.72,20.08,11.05
5436,32.36,101.24,20.67,11.40
5437,32.36,102.86,20.58,11.35
5438,32.37,100.66,20.92,11.55
5439,32.38,101.96,20.51,11.31
5440,32.38,102.88,20.12,11.07
5441,32.39,99.18,20.16,11.09
5442,32.39,98.99,20.87,11.52
5443,32.40,102.04,20.74,11.44
5444,32.40,97.75,21.01,11.61
5445,32.41,99.84,20.18,11.11
5446,32.42,95.34,20.81,11.49
5447,32.42,100.10,20.36,11.22
5448,32.43,97.34,20.95,11.57
5449,32.43,99.98,21.12,11.67
5450,32.44,97.41,20.68,11.41
5451,32.45,100.93,20.60,11.36
5452,32.45,103.60,20.31,11.19
5453,32.46,99.16,20.67,11.40
5454,32.46,99.90,20.42,11.25
5455,32.47,101.06,20.46,11.28
5456,32.48,97.78,20.79,11.47
5457,32.48,100.90,20.44,11.26
5458,32.49,98.68,20.01,11.00
5459,32.49,100.26,19.95,10.97
5460,32.50,99.41,20.24,11.14
5461,32.51,102.40,20.30,11.18
5462,32.51,101.29,20.27,11.16
5463,32.52,103.81,20.38,11.23
5464,32.52,99.60,20.89,11.53
5465,32.53,99.44,19.92,10.95
5466,32.54,99.69,20.50,11.30
5467,32.54,99.60,20.96,11.58
5468,32.55,100.49,20.84,11.51
5469,32.55,93.13,20.12,11.07
5470,32.56,99.00,20.52,11.31
5471,32.57,101.15,20.76,11.46
5472,32.57,100.20,20.10,11.06
5473,32.58,104.75,20.62,11.37
5474,32.58,95.17,20.43,11.26
5475,32.59,102.41,20.33,11.20
5476,32.60,98.63,20.21,11.12
5477,32.60,99.42,20.57,11.34
5478,32.61,101.82,20.50,11.30
5479,32.61,98.29,20.39,11.23
5480,32.62,99.73,19.73,10.84
5481,32.62,99.02,20.56,11.34
5482,32.63,100.86,20.96,11.57
5483,32.64,99.85,20.42,11.25
5484,32.64,102.08,20.45,11.27
5485,32.65,99.60,20.12,11.07
5486,32.65,102.66,20.46,11.27
5487,32.66,99.29,20.15,11.09
5488,32.67,99.29,20.37,11.22
5489,32.67,99.05,20.37,11.22
5490,32.68,99.02,20.50,11.30
5491,32.68,103.76,20.81,11.49
5492,32.69,99.05,20.20,11.12
5493,32.70,100.02,20.50,11.30
5494,32.70,102.75,20.37,11.22
5495,32.71,99.77,20.86,11.51
5496,32.71,102.82,20.35,11.21
5497,32.72,99.47,20.51,11.31
5498,32.73,99.85,20.03,11.02
5499,32.73,102.68,20.73,11.44
5500,32.74,100.81,20.45,11.27
5501,32.74,99.67,20.77,11.46
5502,32.75,98.84,20.24,11.15
5503,32.76,99.65,20.66,11.40
5504,32.76,95.02,20.63,11.38
5505,32.77,100.34,20.40,11.24
5506,32.77,102.83,20.66,11.40
5507,32.78,99.10,20.12,11.07
5508,32.79,97.81,20.54,11.33
5509,32.79,99.69,20.24,11.15
5510,32.80,97.39,20.69,11.41
5511,32.80,98.68,20.13,11.08
5512,32.81,99.66,21.12,11.67
5513,32.82,98.78,20.38,11.23
5514,32.82,97.09,20.20,11.12
5515,32.83,98.68,20.84,11.50
5516,32.83,102.47,20.93,11.56
5517,32.84,100.03,20.74,11.44
5518,32.85,99.18,20.63,11.38
5519,32.85,101.25,19.93,10.96
5520,32.86,99.87,20.86,11.52
5521,32.86,99.71,20.09,11.05
5522,32.87,97.91,20.16,11.10
5523,32.88,98.57,20.41,11.24
5524,32.88,101.88,20.73,11.44
5525,32.89,98.46,20.59,11.36
5526,32.89,102.33,20.49,11.29
5527,32.90,100.84,20.37,11.22
5528,32.90,98.36,20.80,11.48
5529,32.91,102.52,20.36,11.22
5530,32.92,99.75,20.35,11.21
5531,32.92,98.13,20.34,11.20
5532,32.93,96.23,20.45,11.27
5533,32.93,100.88,20.54,11.33
5534,32.94,99.85,20.50,11.30
5535,32.95,102.25,20.36,11.22
5536,32.95,101.17,20.49,11.29
5537,32.96,98.39,20.45,11.27
5538,32.96,103.22,20.52,11.31
5539,32.97,99.20,20.74,11.44
5540,32.98,101.35,20.22,11.13
5541,32.98,97.44,20.53,11.32
5542,32.99,98.03,20.51,11.30
5543,32.99,100.97,21.04,11.62
5544,33.00,97.21,20.23,11.14
5545,33.01,96.26,20.13,11.08
5546,33.01,98.92,20.21,11.12
5547,33.02,98.05,20.14,11.08
5548,33.02,101.40,20.29,11.17
5549,33.03,96.65,20.15,11.09
5550,33.04,97.26,20.22,11.13
5551,33.04,101.21,20.16,11.10
5552,33.05,98.15,20.60,11.36
5553,33.05,101.15,20.18,11.11
5554,33.06,100.30,21.03,11.62
5555,33.07,97.85,20.70,11.42
5556,33.07,98.36,21.25,11.75
5557,33.08,100.28,20.62,11.37
5558,33.08,101.07,20.52,11.31
5559,33.09,100.01,20.26,11.16
5560,33.10,101.73,20.39,11.23
5561,33.10,98.20,20.72,11.43
5562,33.11,99.65,20.67,11.40
5563,33.11,101.42,20.92,11.55
5564,33.12,101.14,20.63,11.38
5565,33.12,99.23,20.48,11.29
5566,33.13,99.65,20.03,11.02
5567,33.14,96.07,20.74,11.45
5568,33.14,101.09,20.82,11.49
5569,33.15,98.73,21.00,11.60
5570,33.15,95.92,21.27,11.76
5571,33.16,99.98,20.53,11.32
5572,33.17,100.84,20.67,11.40
5573,33.17,99.33,20.23,11.14
5574,33.18,103.94,20.57,11.34
5575,33.18,100.25,20.59,11.35
5576,33.19,100.31,20.87,11.52
5577,33.20,98.68,20.07,11.04
5578,33.20,101.96,20.63,11.38
5579,33.21,97.85,20.15,11.09
5580,33.21,100.09,20.70,11.42
5581,33.22,97.45,21.01,11.61
5582,33.23,99.03,20.63,11.38
5583,33.23,99.93,20.91,11.54
5584,33.24,100.85,20.85,11.51
5585,33.24,97.38,20.54,11.32
5586,33.25,101.59,20.53,11.32
5587,33.26,100.34,19.72,10.83
5588,33.26,101.26,20.51,11.31
5589,33.27,102.06,20.28,11.17
5590,33.27,97.38,20.27,11.16
5591,33.28,101.96,20.25,11.15
5592,33.29,98.36,20.12,11.07
5593,33.29,98.56,20.82,11.49
5594,33.30,100.18,20.96,11.58
5595,33.30,97.74,19.83,10.90
5596,33.31,99.99,20.55,11.33
5597,33.32,100.38,19.61,10.77
5598,33.32,101.90,20.74,11.44
5599,33.33,97.36,20.84,11.50
5600,33.33,100.36,20.37,11.22
5601,33.34,97.56,20.29,11.17
5602,33.35,99.66,20.40,11.24
5603,33.35,97.19,20.87,11.52
5604,33.36,101.11,20.16,11.10
5605,33.36,100.56,20.26,11.16
5606,33.37,102.83,20.58,11.35
5607,33.38,100.06,20.45,11.27
5608,33.38,97.44,20.84,11.50
5609,33.39,97.70,20.78,11.47
5610,33.39,102.44,20.42,11.25
5611,33.40,101.57,19.97,10.98
5612,33.40,103.40,20.45,11.27
5613,33.41,97.86,20.62,11.37
5614,33.42,102.08,20.60,11.36
5615,33.42,99.10,20.68,11.41
5616,33.43,103.00,20.12,11.07
5617,33.43,104.15,20.08,11.05
5618,33.44,101.20,20.55,11.33
5619,33.45,100.67,20.52,11.31
5620,33.45,98.73,20.65,11.39
5621,33.46,101.16,20.43,11.26
5622,33.46,99.47,20.07,11.04
5623,33.47,99.73,20.54,11.32
5624,33.48,101.92,19.80,10.88
5625,33.48,99.58,20.75,11.45
5626,33.49,96.70,20.45,11.27
5627,33.49,96.36,20.67,11.40
5628,33.50,98.25,20.47,11.28
5629,33.51,98.70,20.43,11.26
5630,33.51,98.49,20.95,11.57
5631,33.52,99.23,20.62,11.37
5632,33.52,102.59,20.56,11.33
5633,33.53,96.11,20.86,11.52
5634,33.54,99.99,20.55,11.33
5635,33.54,103.07,20.46,11.27
5636,33.55,102.28,20.75,11.45
5637,33.55,97.46,20.66,11.40
5638,33.56,100.15,20.39,11.23
5639,33.57,101.73,20.32,11.19
5640,33.57,97.32,20.22,11.13
5641,33.58,100.78,20.58,11.35
5642,33.58,99.52,20.66,11.39
5643,33.59,98.86,20.11,11.06
5644,33.60,98.03,20.95,11.57
5645,33.60,100.49,20.52,11.31
5646,33.61,99.97,20.89,11.53
5647,33.61,99.26,20.68,11.41
5648,33.62,94.84,20.35,11.21
5649,33.62,100.41,20.23,11.14
5650,33.63,103.03,20.97,11.58
5651,33.64,99.45,19.68,10.81
5652,33.64,99.65,20.90,11.54
5653,33.65,97.43,20.67,11.40
5654,33.65,99.72,20.97,11.58
5655,33.66,97.68,20.61,11.37
5656,33.67,99.16,20.50,11.30
5657,33.67,99.15,20.56,11.33
5658,33.68,100.02,20.58,11.35
5659,33.68,102.08,20.64,11.38
5660,33.69,98.03,20.29,11.18
5661,33.70,100.01,20.28,11.17
5662,33.70,99.14,20.60,11.36
5663,33.71,102.39,20.66,11.39
5664,33.71,99.03,19.53,10.72
5665,33.72,100.10,20.32,11.19
5666,33.73,96.87,20.17,11.10
5667,33.73,101.51,20.19,11.11
5668,33.74,99.65,20.61,11.37
5669,33.74,101.81,20.04,11.02
5670,33.75,98.29,20.88,11.53
5671,33.76,101.07,20.18,11.11
5672,33.76,100.89,20.97,11.58
5673,33.77,99.35,20.66,11.39
5674,33.77,101.08,20.94,11.56
5675,33.78,97.49,20.25,11.15
5676,33.79,100.29,20.89,11.53
5677,33.79,98.28,20.81,11.48
5678,33.80,101.26,20.87,11.52
5679,33.80,97.52,20.63,11.38
5680,33.81,104.16,20.34,11.21
5681,33.82,99.22,20.20,11.12
5682,33.82,97.99,20.32,11.19
5683,33.83,102.26,20.26,11.15
5684,33.83,102.88,20.43,11.26
5685,33.84,101.57,20.34,11.21
5686,33.85,100.89,19.94,10.97
5687,33.85,96.21,20.71,11.42
5688,33.86,102.42,20.82,11.49
5689,33.86,97.25,20.91,11.54
5690,33.87,97.76,20.64,11.38
5691,33.88,99.38,20.51,11.30
5692,33.88,101.55,20.62,11.37
5693,33.89,100.62,20.45,11.27
5694,33.89,99.94,20.30,11.18
5695,33.90,99.11,20.48,11.29
5696,33.90,102.03,20.42,11.25
5697,33.91,99.09,20.63,11.38
5698,33.92,99.01,20.12,11.07
5699,33.92,98.91,20.38,11.23
5700,33.93,99.64,20.64,11.39
5701,33.93,100.28,20.67,11.40
5702,33.94,99.99,20.58,11.35
5703,33.95,99.08,20.15,11.09
5704,33.95,99.92,20.81,11.49
5705,33.96,99.67,20.62,11.37
5706,33.96,100.14,20.52,11.31
5707,33.97,101.57,20.72,11.43
5708,33.98,98.13,20.62,11.37
5709,33.98,100.22,20.14,11.09
5710,33.99,100.05,20.08,11.05
5711,33.99,103.57,20.97,11.58
5712,34.00,98.22,20.52,11.31
5713,34.01,97.54,19.65,10.79
5714,34.01,98.04,21.00,11.60
5715,34.02,97.61,20.23,11.14
5716,34.02,98.61,20.10,11.06
5717,34.03,97.65,20.71,11.42
5718,34.04,98.14,21.09,11.66
5719,34.04,97.74,20.65,11.39
5720,34.05,100.70,20.46,11.28
5721,34.05,97.88,20.31,11.19
5722,34.06,103.50,20.10,11.06
5723,34.07,101.34,20.99,11.59
5724,34.07,105.03,20.52,11.31
5725,34.08,100.77,20.29,11.18
5726,34.08,100.15,20.50,11.30
5727,34.09,98.41,20.75,11.45
5728,34.10,99.26,20.40,11.24
5729,34.10,101.45,20.79,11.47
5730,34.11,101.17,20.40,11.24
5731,34.11,102.79,20.35,11.21
5732,34.12,100.86,20.58,11.35
5733,34.12,99.87,20.50,11.30
5734,34.13,96.90,20.68,11.41
5735,34.14,101.62,20.52,11.31
5736,34.14,102.15,20.03,11.02
5737,34.15,103.33,20.82,11.49
5738,34.15,105.10,20.11,11.06
5739,34.16,100.18,20.79,11.47
5740,34.17,101.15,20.14,11.08
5741,34.17,98.23,20.28,11.17
5742,34.18,100.49,20.19,11.12
5743,34.18,100.58,20.82,11.49
5744,34.19,102.48,20.59,11.36
5745,34.20,97.16,20.89,11.53
5746,34.20,100.89,20.59,11.36
5747,34.21,97.64,20.80,11.48
5748,34.21,101.31,20.20,11.12
5749,34.22,103.42,20.75,11.45
5750,34.23,100.87,20.90,11.54
5751,34.23,102.72,20.48,11.29
5752,34.24,102.33,20.27,11.16
5753,34.24,100.24,20.03,11.02
5754,34.25,100.22,20.93,11.56
5755,34.26,94.83,20.49,11.29
5756,34.26,100.07,20.52,11.31
5757,34.27,98.50,20.63,11.38
5758,34.27,98.47,20.59,11.35
5759,34.28,98.36,20.91,11.54
5760,34.29,97.46,20.39,11.23
5761,34.29,102.10,20.70,11.42
5762,34.30,103.08,20.82,11.49
5763,34.30,95.57,20.45,11.27
5764,34.31,100.35,21.02,11.61
5765,34.32,94.06,20.46,11.28
5766,34.32,101.58,20.57,11.34
5767,34.33,102.26,20.95,11.57
5768,34.33,99.12,20.40,11.24
5769,34.34,98.57,20.77,11.46
5770,34.35,99.32,20.30,11.18
5771,34.35,102.45,20.52,11.31
5772,34.36,97.75,20.94,11.56
5773,34.36,98.43,20.67,11.40
5774,34.37,100.55,20.22,11.13
5775,34.38,99.69,20.21,11.13
5776,34.38,102.25,20.87,11.52
5777,34.39,101.86,20.10,11.06
5778,34.39,99.45,20.46,11.28
5779,34.40,96.49,21.05,11.63
5780,34.40,99.64,21.04,11.62
5781,34.41,100.78,20.89,11.53
5782,34.42,100.66,20.16,11.10
5783,34.42,101.23,19.81,10.89
5784,34.43,97.50,20.66,11.40
5785,34.43,97.19,20.61,11.37
5786,34.44,100.33,20.61,11.37
5787,34.45,100.15,20.21,11.12
5788,34.45,100.99,20.68,11.41
5789,34.46,99.50,20.16,11.10
5790,34.46,97.11,20.50,11.30
5791,34.47,100.24,20.62,11.37
5792,34.48,95.32,20.77,11.46
5793,34.48,101.69,20.70,11.42
5794,34.49,99.70,20.65,11.39
5795,34.49,101.12,20.76,11.46
5796,34.50,99.78,20.40,11.24
5797,34.51,99.56,20.38,11.23
5798,34.51,102.97,20.41,11.25
5799,34.52,100.80,20.56,11.33
5800,34.52,100.38,20.64,11.39
5801,34.53,102.39,20.78,11.47
5802,34.54,100.30,20.83,11.50
5803,34.54,99.71,20.17,11.10
5804,34.55,101.64,20.53,11.32
5805,34.55,101.06,20.53,11.32
5806,34.56,99.27,20.82,11.49
5807,34.57,98.79,20.33,11.20
5808,34.57,98.14,20.37,11.22
5809,34.58,100.55,21.11,11.67
5810,34.58,101.04,20.46,11.28
5811,34.59,97.37,20.47,11.28
5812,34.60,102.99,20.77,11.46
5813,34.60,100.15,20.73,11.44
5814,34.61,102.60,20.64,11.38
5815,34.61,101.18,20.16,11.10
